NH3-N,TN,TKN,TP,Orthophosphate,SST,WATER TEMP.,CONDUCTIVITY,pH,OD mg/L
0.03074,0.37771,0.25402,0.0806,0.06023,10,27.3,365,8.5,9.93
0.050465,1.308223,0.222496,0.11666,0.11816,10,31.8,421,8.1,6.47
0.03803,0.83829,0.31017,0.10214,0.12345,10,27.8,377,8.7,6.78
0.03566,0.21698,0.08087,0.08588,0.10428,10,25.8,328,8.5,10.42
0.059426,1.159912,0.203766,0.08191,0.08191,10,23.2,311,8.2,8.53
0.169691,3.198373,2.344571,0.85224,0.13657,613.33,29.9,238,9.2,6.78
0.052233,0.979425,0.339363,0.13333,0.10509,10,29.6,422,8.3,8.32
0.013379,0.508739,0.339279,0.60642,0.12142,10,25.1,418,8.6,8.68
0.035584,0.195279,0.126494,0.12039,0.1055,10,24.1,320,8.3,8.75
0.0364,0.641,0.5318,1.3969,0.015,22,,331,8.47,6.76
0.1069,1.1546,1.1342,0.1223,0.0151,91.6667,30.7,325,,
0.1472,1.5492,1.1849,0.23136,0.0883,69,27.3,220,,
0.525,0.869,0.787,0.105,0.019,51.4,25.1,415,8.5,7.8
0.17,0.818,0.751,0.054,0.012,18,31.7,289,9.2,10.3
0.043252,0.769259,0.732953,0.108402,0.017864,52,27.5,474,8.6,8.69
0.080042,0.73707,0.728528,0.119521,0.026202,26,32,279,9.1,9.53
0.18554,2.296693,2.285141,0.301959,0.007531,183.33,26.6,483,7.2,9.3
0.295303,1.107654,1.100425,0.112798,0.006974,76,30.7,412,9.2,6.2
0.152599,0.815345,0.796942,0.088337,0.015251,38,24.2,436,8.5,7.3
0.326113,0.56942,0.52502,0.11032,0.059783,22.5,31.6,348,9.2,9
0.009719,0.986533,0.960869,0.11624,0.032393,110,31.6,610,8.2,9
0.319672,2.591761,1.682162,0.319888,0.150389,125.71,32.7,396,8.1,4.8
0.152801,0.761312,0.614291,0.083547,0.023799,70,20.3,267,8.6,8.1
0.253573,0.564787,0.472563,0.077976,0.011157,31.18,21.6,336,8.5,8.3
0.023172,1.149896,1.135078,0.116498,0.0114,68,30.9,430,9.1,9.7
0.1644,0.71,0.5087,0.001,0.0163,12,,331,8.75,8.34
0.0668,1.204,1.1836,0.0952,0.0129,35.5,31.4,326,,
0.1382,2.1784,1.7825,0.18677,0.0714,49,28.1,222,,
0.096,0.569,0.523,0.069,0.009,21,24.8,400,8.5,8.2
0.148,0.768,0.713,0.046,0.013,20,32.2,300,9.1,9.6
0.087679,0.818603,0.780668,0.080935,0.018114,22,27.2,469,8.6,
0.071497,0.752781,0.74378,0.08641,0.024983,11,32,280,9.1,10.65
0.092771,1.161881,1.154584,0.115654,0.001,47.78,28.7,489,8,9.2
0.124497,1.166183,1.156964,0.072064,0.005409,24.62,30.6,400,8.8,6.4
0.171474,0.937829,0.757452,0.069236,0.002877,21,25.7,442,8.6,8.4
0.42938,0.593279,0.565041,0.078643,0.046285,13.5,32.4,320,9.3,10
0.016747,0.355089,0.300417,0.041868,0.03207,41.54,31.6,611,8.5,9.6
0.062527,2.413472,2.017537,0.195971,0.070197,34,32.5,385,8.2,4.9
0.169229,0.748844,0.584239,0.075578,0.023866,50,20.3,264,8.5,7.7
0.269845,0.555503,0.541865,0.059708,0.007097,18,,321,8.7,8.6
0.021233,1.102385,1.086509,0.07521,0.009894,23.3,33.6,413,9.2,9.3
0.0504,1.0404,0.7881,0.0192,0.0238,17,,329,8.43,6.18
0.0862,1.3104,1.2499,0.1018,0.1856,26.6667,29.4,310,,
0.0553,0.4801,0.0794,0.13753,0.0825,54,,233,,
0.473,0.623,0.559,0.074,0.021,30,24.2,387,8.3,6.6
0.232,0.683,0.606,0.057,0.013,26,32.9,308,9.1,10.2
0.111517,0.753102,0.718517,0.117512,0.023871,44,26.1,456,8.4,6.5
0.090245,0.56593,0.557115,0.083912,0.022151,15.33,32,286,8.9,9.28
0.268565,0.874127,0.860747,0.109053,0.004414,97.56,27.3,477,7.8,4.9
0.24172,1.319971,1.313063,0.087112,0.001,45,30.3,387,9.1,8.2
0.101733,0.759907,0.753691,0.063934,0.001,23,22.7,419,8.4,6.8
0.317781,0.701201,0.677202,0.068159,0.038793,24.24,31,321,9.4,9.3
0.006753,2.29925,2.237483,0.234652,0.039347,61.43,31.3,492,8.7,7.8
0.024524,1.747812,1.056554,0.170897,0.096027,33.33,30.1,350,8,5.1
0.178014,0.732474,0.610064,0.082487,0.032299,51.43,20.6,262,8.7,8.9
0.21395,0.620036,0.60303,0.065749,0.007189,23,20.8,313,8.8,9.1
0.022919,2.017574,2.009054,0.035899,0.011185,15.67,33.3,420,9.2,9.8
0.0378,0.8206,0.7036,0.001,0.0197,25,,390,8.46,6.36
0.0896,1.3844,1.3676,0.1614,0.0086,152.5,33,334,,
0.0938,2.1444,1.8522,0.18319,0.0582,44,27.5,227,,
0.383,0.726,0.612,0.094,0.02,42.5,25.5,412,8.4,7.5
0.145,0.914,0.819,0.055,0.016,19,32.4,336,8.8,8.7
0.084621,0.768269,0.725364,0.109388,0.016678,31.43,27.7,472,8.7,7.76
0.087315,0.73998,0.731591,0.082353,0.019825,11,33,292,8.8,10.75
0.160099,2.646464,2.642696,0.309606,0.003265,142.86,29.9,476,7.3,9.2
0.114972,0.828243,0.822717,0.070871,0.004145,26.67,31.1,396,8.8,6.7
0.044032,0.796193,0.787408,0.072409,0.002034,12.67,26.1,451,8.6,8.9
0.360099,0.741301,0.700236,0.087929,0.02734,32,31.2,319,9.1,7.7
0.0077,0.762306,0.73622,0.177994,0.037852,203.33,32.9,515,8.9,9.8
0.258698,2.041271,1.799848,0.161885,0.038506,46,31.2,382,8.6,5.1
0.1755,0.980581,0.82745,0.092974,0.031274,70.15,20.4,262,8.4,6.7
0.125787,0.558911,0.539487,0.071046,0.005621,25,22.1,323,8.7,8.9
0.018983,0.76058,0.745046,0.064007,0.007964,14.67,34.8,422,9,8.2
0.0087,0.6736,0.5698,0.001,0.0147,10,,356,8.58,6.34
0.0606,1.6617,1.6419,0.2098,0.0168,137.5,32.4,334,,
0.2571,4.8561,4.6278,0.30211,0.06,52,27.6,231,,
0.54,0.817,0.76,0.084,0.021,45,26.2,437,8.6,8.5
0.135,0.739,0.67,0.065,0.015,31,30.8,277,8.9,9.4
0.105304,0.933014,0.877472,0.119561,0.024784,42,27.4,493,8.6,7.7
0.109895,0.776548,0.768725,0.106004,0.02584,18,32,289,8.7,7.02
0.139561,0.846195,0.730311,0.074077,0.011429,18,31.1,421,8.3,5.2
0.117447,0.794875,0.787478,0.076327,0.00301,26,25.1,443,8.5,7.8
0.244836,0.769051,0.645106,0.076542,0.021441,23.5,32.2,317,8.5,6.1
0.440284,2.433354,2.159604,0.262893,0.096172,166,31.8,392,8.1,4.9
0.21566,1.354011,1.24576,0.155943,0.057071,68.57,20.1,269,8.4,7.4
0.019825,0.861566,0.847195,0.046592,0.010993,10.6,33.5,451,7.8,7.1
0.0589,0.8279,0.7822,0.1034,0.0081,29,31.8,363,8.52,7.28
0.1391,2.0183,1.9165,0.1076,0.0145,31.25,35,422,8.99,9.05
0.6384,2.0148,1.1708,0.6752,0.1073,800,27.4,140,8.27,7.74
0.058,0.895,0.851,0.2,0.033,39.667,30.1,273,9.07,
0.112,0.698,0.601,0.142,0.008,127.1,22.9,320,8.88,7.45
0.157,0.191,0.157,0.059,0.024,63,27.4,398,8.65,7.64
0.148,0.82,0.791,0.067,0.04,47,30.7,541,8.8,7.3
0.1,1.168,1.151,0.131,0.003,38,31.9,378,9.2,9.3
0.219,0.929,0.899,0.072,0.017,20,32.3,240,7.8,9.6
0.063,0.236,0.175,0.036,0.006,64,29.5,361,9.2,9.6
0.086908,1.361023,1.308123,0.0753,0.015218,48,,360,8.88,9.61
0.128913,1.113585,1.089534,0.088514,0.013904,54,28.7,408,8.2,8.36
0.093813,1.524941,1.48392,0.15124,0.050792,86.67,27.4,399,7.9,8.5
0.19999,1.277858,1.254658,0.160504,0.0133,32,31.5,424,9.1,9.83
0.146349,1.575291,1.318965,0.150834,0.085019,36,31.8,314,9.8,8.89
0.116005,1.422112,1.082389,0.235269,0.03654,77.5,31.5,272,7.6,7.07
0.057947,1.329733,1.223024,0.116089,0.007803,34,23.3,412,8.2,4.75
0.065939,1.06392,1.053015,0.083515,0.010437,16.92,27.8,500,8.7,7.59
0.098109,0.840669,0.833854,0.055382,0.003285,14,30.2,528,8.7,7.75
0.060475,1.204496,1.200634,0.090461,0.004184,22,31.3,522,8.7,9.38
0.087563,1.507511,1.447403,0.119764,0.003085,28,32.1,390,9.6,13.61
0.133647,0.830689,0.820082,0.111036,0.005177,31,31.1,319,9.4,9.71
0.1128,1.08968,1.07965,0.08308,0.00507,32,24.3,402,8.8,10.67
0.0569,0.76392,0.75461,0.05644,0.03979,15.5,28.2,485,8.7,8.48
0.17855,1.22467,1.14601,0.14752,0.01879,46.15,30.4,523,8.4,6.99
0.077354,0.908971,0.882702,0.04945,0.00594,12.5,33.8,629,8.4,8.13
0.22701,1.21925,1.09098,0.04723,0.0098,13.25,34.1,412,9.1,
0.14256,0.83503,0.80677,0.0545,0.014,18.5,31.4,391,8.8,10.24
0.061708,0.805309,0.714948,0.04695,0.02235,18,20.7,362,8.5,9.05
0.029384,0.980541,0.968344,0.03505,0.02167,13.5,23.9,377,8.8,9.47
0.056152,0.796915,0.758492,0.03607,0.03607,15,26.5,419,8.5,7.15
0.044154,0.984745,0.954554,0.071,0.02033,10,32.9,480,8.7,7.78
0.093606,1.619629,1.073486,0.10707,0.024,29,29.8,351,8.6,8.59
0.147363,0.659472,0.449283,0.04153,0.01454,21.33,23.2,309,8.9,8.32
0.162853,0.951968,0.936743,0.07265,0.04814,19,22.6,339,8.7,8.48
0.078429,0.97439,0.966913,0.07654,0.00577,11.15,34.7,406,8.9,7.72
0.1585,0.2038,0.1585,0.0259,0.0489,9,,57500,8.25,7.13
0.0073,0.0249,0.0136,0.0494,0.0285,13.25,29.1,62400,8.18,7.3
0.1756,0.1854,0.1805,0.1717,0.0225,18.75,28.1,57100,8.09,7.24
0.0406,0.9384,0.8804,0.0816,0.0253,21.67,30.1,59000,,7.12
0.1159,0.9937,0.9655,0.0697,0.0131,15.29,28.2,56700,8,7.84
0.035,1.497,1.46,0.172,0.025,8.1,28.7,62800,8,7.4
0.049,1.295,1.251,0.079,0.025,7.8,31.4,66300,7.9,7.6
0.06,1.168,1.128,0.055,0.023,27,30.2,59200,7.7,7.4
0.045683,1.090117,1.054517,0.061796,0.0232,37,31.7,64900,7.1,7.2
0.043214,1.691573,1.668711,0.111548,0.018948,18.67,30.5,65700,7.8,7.55
0.081902,1.595893,1.558431,0.125006,0.020829,45,32,47120,7.6,6.12
0.01814,1.527069,1.488559,0.106053,0.018852,61,28.4,49480,8,6.52
0.0893,1.993218,1.960848,0.036362,0.014981,32,25.9,53500,9.2,9.4
0.154763,1.633485,1.629409,0.060955,0.026306,32.5,29.8,59500,9.2,9
0.186745,1.984311,1.980297,0.052039,0.023062,23,30.8,64100,8.2,7.3
0.077234,1.808736,1.802264,0.10096,0.025554,24.5,32.2,55200,8.6,9.1
0.04175,1.92401,1.90861,0.0697,0.0203,53,24.5,54100,8.3,11.2
0.0358,1.75178,1.70142,0.0683,0.0175,27,27.6,58000,8.1,8.2
0.03471,0.78439,0.77964,0.0399,0.0441,10,31.4,64000,8.3,7.5
0.065743,0.723407,0.713437,0.0515,0.037,26.5,32.9,64200,8.3,7.4
0.18446,1.139967,1.1197,0.0774,0.007,43.8889,23.4,53800,8.4,9.9
0.032576,1.815405,1.808726,0.0735,0.0062,52.5,26.5,53900,8.5,10.7
0.055238,0.52043,0.480988,0.0348,0.0224,10,25.7,53100,8.4,7.8
0.075382,1.661688,1.568772,0.1821,0.0529,28.5,25,53200,8.4,11.2
0.0058,0.5785,0.3569,0.1239,0.0808,10.5,29,1821,8.6,5.61
0.2027,3.1619,0.3546,0.1606,0.0716,10,26.1,1702,8.06,5.69
0.0394,0.8468,0.8352,0.2103,0.1014,15,25.9,3530,8.1,9.27
0.0267,0.854,0.8143,1.1349,0.1365,19,29,3310,8.21,9.13
0.0685,1.6245,0.8495,0.1677,0.0799,17,30.8,1643,7.98,6.77
0.321,1.9507,0.7045,0.2014,0.1151,18.33,32.8,1818,8.01,6.79
0.1617,1.8948,0.3935,0.1468,0.1417,57,31.2,505,7.76,5.51
0.185,3.258,1.157,0.333,0.152,36,25.2,3372,7.66,6.77
0.08,2.14,0.63,0.236,0.153,10.3,,,,
0.113,1.971,0.767,0.21,0.154,6.7,26.3,3420,8.04,7.2
0.059,0.49,0.402,0.398,0.205,10.7,28.8,4470,8.1,6
0.116,,,0.507,0.045,24,32.4,2600,8.1,6.3
0.277,2.297,1.2,0.355,0.111,135,32.2,633,8,4.5
0.105,2.285,1.01,0.222,0.127,76.7,,,,
0.158073,4.525415,0.732915,0.194426,0.1126,21.25,23.7,1501,8.1,6.99
0.081767,4.800233,0.728554,0.167117,0.169147,15.5,27.1,1530,8.9,6.83
0.066428,4.955987,0.602706,0.174848,0.106837,11.5,27.2,1951,8.5,7.11
0.063241,1.9681,0.7667,0.2863,0.1603,26,31.2,727,8.3,4.78
0.069971,2.223403,0.898606,0.281559,0.180129,46.67,30.7,632,8.1,5.12
0.112747,4.078296,0.545975,0.224544,0.116097,42,30.5,1314,7.8,5.88
0.110607,4.920554,0.8577,0.2326,0.162869,58,26.1,1576,8,7.13
0.120643,0.683932,0.541133,0.196774,0.097654,10,27.4,1824,8.2,8.21
0.024293,2.754946,0.386,0.109584,0.052853,6.5,30.8,1894,8.2,7.95
0.313061,1.773661,0.907913,0.380711,0.118551,70,31.3,618,7.9,5.05
0.075677,3.421975,0.780465,0.218781,0.138891,16.5,30.4,1578,7.6,6.29
0.09771,3.323862,0.529243,0.202848,0.112156,14,29.8,1875,8.4,6.46
0.07664,3.31106,0.68336,0.13247,0.12157,10,23.6,1512,8.1,7.35
0.0694,3.32432,0.44945,0.21102,0.16482,10,27.4,1954,8.1,9.66
0.06091,3.14588,0.66601,0.11796,0.18076,10,29.7,2010,8.1,7.05
0.077102,3.171738,0.450742,0.16541,0.00979,10,32.3,1342,7.4,6.06
0.28812,2.61698,0.80178,0.17554,0.20202,10,31,1405,8.2,5.11
0.26446,0.58189,0.54404,0.22249,0.00464,10,29.8,2163,8,5.65
0.066448,4.518087,0.504428,0.15716,0.16358,10,22.6,1710,8.2,9.12
0.039196,3.618408,0.688586,0.1021,0.12105,10,24.6,1920,8.2,9.85
0.098,1.62895,0.73115,0.25962,0.2342,10,30.8,4260,8.3,8.53
0.035124,1.449905,0.096544,0.22816,0.22816,10,33,816,7.8,5.04
0.112377,3.872303,0.723047,0.22933,0.17994,38.67,28.1,1498,8.1,7.07
0.052345,4.933512,0.758485,0.20728,0.16111,36.67,23.2,1424,8.5,7.68
0.301739,5.551301,0.493359,0.17003,0.13209,16,23.9,1430,8.2,6.75
0.08337,2.66443,1.078607,0.25745,0.15535,75.38,30.8,503,8.5,3.98
0.0822,3.5263,0.2499,0.1244,0.0687,152.8571,26.4,1585,8.23,5.92
0.2232,2.637,0.4136,0.1739,0.0626,16.9231,23.2,1544,8.07,7.45
0.1598,0.6472,0.3022,0.2893,0.1908,5.5,25.7,1439,7.84,10.73
0.2688,1.1567,0.7163,0.9421,0.1973,20,30.2,1275,7.66,8.26
0.1295,1.8162,0.5691,0.1412,0.0666,11.3333,30.9,1595,7.89,5.66
0.2424,2.2189,0.6709,0.1605,0.0873,13.33,32.1,1646,7.94,5.82
0.1987,2.4135,0.7941,0.2138,0.1172,70,31.2,483,7.88,5.55
0.295,2.747,0.825,0.275,0.142,10.75,26,1338,7.66,5.81
0.04,2.59,0.39,0.152,0.147,7.5,22.5,1686,8.15,8.8
0.301,3.527,0.893,0.268,0.16,36.9,25.8,1831,7.87,6.56
0.074,2.834,0.546,0.368,0.131,16.9,28.9,1906,7.9,6.8
0.056,3.537,0.389,0.12,0.052,15.5,32.6,2118,8.3,6.8
0.099,,,0.332,0.112,190,30.4,742,8.1,5.3
0.118,2.195,0.838,0.218,0.11,76.7,31.6,1208,8,5.7
0.122692,4.808798,0.508398,0.1591,0.1036,22,23.6,1344,8.1,6.76
0.083074,4.454938,0.698639,0.147043,0.140981,20,27.4,1317,8.9,6.93
0.073926,5.116141,0.632033,0.162102,0.081202,18.67,27.6,1801,8.4,7.17
0.068207,2.2896,0.9048,0.2815,0.1689,32,31.7,765,8,
0.080674,2.284422,0.822201,0.262692,0.164931,46.67,31.5,978,8,4.68
0.065887,4.438305,0.68266,0.219718,0.098398,64,30.8,1162,7.8,6.67
0.075734,4.689233,0.6869,0.2113,0.098619,54,25.5,1317,8,7.61
0.086602,0.700482,0.555746,0.170506,0.070958,12.5,27.2,1574,8.2,8.04
0.036867,3.02335,0.175853,0.125839,0.04511,14.5,31.9,1919,8.5,9.39
0.205881,2.269969,1.102671,0.366656,0.104052,110,31.7,759,8.1,6.33
0.036732,3.906692,0.781042,0.220773,0.107153,48,29.6,1491,7.5,6.08
0.061662,3.718635,0.74109,0.171972,0.089557,33.33,29.2,1608,8.4,6.66
0.23977,3.70121,0.82902,0.14498,0.10142,27.5,23.4,1318,8,7.38
0.0551,4.46088,0.48563,0.12371,0.10761,17.5,27.8,1573,8.1,6.98
0.09228,3.89156,0.8839,0.09158,0.11635,10,30.8,1703,7.4,7.17
0.080065,2.938961,0.368173,0.18302,0.00913,10,32.4,1277,7.9,5.59
0.21633,2.87848,0.817,0.16867,0.17239,26,30.2,1316,8.2,5.62
0.09837,0.39712,0.31603,0.19191,0.00706,10,29.2,1636,8,6.06
0.137913,5.559893,0.462673,0.13709,0.12528,12,21.8,1430,8.1,7.37
0.11186,4.083702,0.70444,0.13482,0.1114,10,24.4,1491,8.1,7.15
0.147571,2.671971,0.607171,0.2042,0.2042,10,29.2,1572,8.2,6.08
0.071436,1.425995,0.089256,0.24803,0.24526,51.33,32.6,642,7.8,4.06
0.087857,3.92269,0.680317,0.21082,0.14405,40.67,27.8,1436,8,6.03
0.058221,5.115076,0.928311,0.20094,0.15549,44.67,22.8,1306,8.5,7.37
0.325923,6.081407,0.699373,0.18186,0.11736,25,21.7,1260,8,6.93
0.076558,2.52848,1.116942,0.28596,0.17456,78.75,31.4,424,8.4,4.17
0.4576,4.1966,0.4576,0.1464,0.0955,18,27.5,1602,8.26,6.14
0.2588,3.4388,0.2588,0.1677,0.1612,7.3333,24,1480,8.02,7.36
0.0815,2.507,0.1584,0.173,0.095,10,27.7,1490,7.9,7.89
0.0758,2.4235,0.3285,0.7285,0.0916,11,29,1140,7.95,8.56
0.0979,2.1193,0.6792,0.0952,0.0342,16.3333,31.9,1642,8.02,7.01
0.1364,2.9587,0.7289,0.1395,0.0906,15.33,32,1628,7.94,5.83
0.1119,1.8093,0.6188,0.2536,0.134,92,31.6,604,7.87,5.89
0.103,3.656,0.652,0.192,0.081,13.787,25.2,1107,7.83,7.43
0.09,4.16,0.36,0.159,0.09,20,22.6,1750,7.73,8.11
0.101,3.898,0.383,0.158,0.108,13.3,25.8,1537,8.14,7.77
0.074,2.974,0.377,0.283,0.081,18,29.4,1701,8,7.3
0.108,4.096,0.379,0.097,0.056,19,33.7,2184,8.2,7.1
0.262,2.273,1.377,0.287,0.094,132.5,30.4,462,8.01,5.25
0.116,2.077,0.996,0.215,0.093,58,29.6,1067,8,5.6
0.162031,3.531056,0.425656,0.148009,0.1306,25,24.3,1317,8.2,7.32
0.083364,4.167907,0.57498,0.138772,0.129008,18,28.1,1277,9,7.53
0.060899,4.923088,0.59268,0.128689,0.074188,10.5,28.1,1720,8.1,7.19
0.089535,2.5762,1.0721,0.2597,0.1233,44,32.2,705,7.8,4.5
0.918084,2.520331,0.918084,0.259925,0.158875,66,30.8,697,8.1,4.84
0.101902,4.779996,0.81007,0.22401,0.093562,92,30.8,1130,7.7,6.95
0.235961,5.204942,0.7451,0.2195,0.10787,68,24.8,1261,8.1,7.45
0.080764,0.830603,0.683005,0.162675,0.067922,14,27.3,1483,8.3,8.09
0.032838,3.399299,0.64485,0.088244,0.036226,10.5,31.5,1863,8.3,8.13
0.2708,1.971351,1.022195,0.222207,0.087827,106.67,32.1,779,7.9,5.58
0.041988,3.490893,0.752138,0.212485,0.131881,47,28.8,1460,7.6,6.26
0.05345,3.691193,0.635384,0.16012,0.086314,32.5,28.3,1498,8.4,6.72
0.24912,3.80224,0.75715,0.15733,0.10537,34,24.2,1288,8.2,7.46
0.1461,4.07129,0.46572,0.32096,0.11026,67.59,27.9,1495,8,7.08
0.06687,4.05884,0.90949,0.06715,0.08323,10,30.6,1615,8.1,7.25
0.061534,3.691718,0.774578,0.1919,0.1377,11.5,31.1,1542,7.9,5.94
0.27273,4.02145,2.3165,0.19878,0.15981,45.38,30.8,1256,8.4,5.64
0.0473,0.50655,0.44524,0.18208,0.00629,11,29.8,1555,8,6.74
0.118539,5.370832,0.216289,0.11342,0.13455,13,21.3,1390,8.1,7.72
0.109827,4.399442,0.601747,0.10374,0.09792,11.5,23.4,1397,8.1,7.47
0.091751,2.900671,0.479171,0.1237,0.1237,10,28.3,1468,8.2,6.55
0.047653,1.562661,0.122673,0.25604,0.22207,88.89,32.3,564,7.7,3.7
0.066926,4.493566,1.064706,0.25102,0.13543,66,28.2,1376,7.9,6.18
0.055282,5.074892,0.810512,0.19039,0.15597,30.63,23.7,1310,8.6,7.42
0.346175,6.254414,0.580235,0.181,0.11955,27.78,21.8,1272,8.2,6.77
0.088903,2.43999,1.204383,0.25121,0.1744,53.75,31.5,428,8.5,4.58
0.4831,4.8854,0.4831,0.1281,0.0737,25,29.4,1683,8.2,7.91
0.1772,4.4637,0.3216,0.1447,0.1027,37.5,27,1592,8.31,9.4
0.0618,3.8947,0.0618,0.1549,0.0652,16.5,28.2,1683,8.19,10.83
0.0342,3.7105,0.3655,0.7372,0.0292,5.6667,30.2,1340,8.45,13.17
0.1725,2.6201,0.1725,0.1111,0.0238,12,32.8,1724,8.18,10.67
0.3203,3.3373,0.6705,0.149,0.0724,22,33,1607,7.91,6.84
0.1375,2.4168,1.0224,0.2951,0.1297,85,32.1,656,7.82,5.62
0.166,4.628,0.811,0.147,0.104,19,28.4,1164,7.82,6.1
0.097,5.151,0.563,0.154,0.125,27,25,1656,8.17,8.95
0.268,4.967,0.538,0.163,0.083,23.7,24.8,1597,8.24,9.96
0.625,4.62,0.625,0.142,0.079,32,22.8,1683,8.1,7.8
0.041,5.393,1.139,0.17,0.049,15.8,31.7,1856,8.3,11.7
0.051,4.446,0.051,0.098,0.053,40,34.4,2360,8.2,8.2
0.165,1.894,0.967,0.218,0.081,78,29.1,1176,7.9,6
0.751141,4.180941,0.751141,0.173799,0.118119,52,25.4,1347,8.2,8.3
0.298371,3.994455,0.507838,0.147752,0.112519,37,27.2,1279,8.9,8.22
0.098048,5.510915,0.462549,0.120868,0.04961,11.5,30.5,1807,8.4,10.91
0.129527,2.8188,1.1884,0.3699,0.1064,165,30.7,771,7.9,4.54
0.150534,2.936476,1.014733,0.250815,0.108446,96.67,33.1,715,7.9,5.03
0.084333,5.135616,0.643131,0.184852,0.082991,34,30.4,1085,8.1,6.4
0.106732,3.044319,0.700585,0.140246,0.101845,33.85,20.1,796,8.1,8.19
0.105581,0.807268,0.7048,0.154888,0.057339,10,27.8,1916,8.4,10.8
0.112726,3.42051,0.513816,0.056583,0.011542,12.67,32.4,2029,8.4,11.73
0.065653,2.150391,0.768893,0.157828,0.070969,55.71,32.8,754,7.9,6.05
0.079596,4.134607,0.706563,0.168635,0.116162,38.18,30.4,1508,8,6.53
0.224814,4.9458,0.809839,0.146551,0.090017,26,31.1,1580,8.5,8.52
0.24219,6.348,0.84155,0.14467,0.08176,34.67,24.5,1309,8.1,8.6
0.1238,5.57265,0.51761,0.09369,0.0856,14.5,29.3,1554,8.3,11.74
0.08138,4.1226,0.67548,0.06495,0.02773,10,31.8,1671,8.2,13.35
0.127804,3.580951,0.456335,0.14448,0.12615,36.5,31.2,1579,7.8,6.43
0.14673,2.10606,0.14673,0.03253,0.03253,63,31.1,1195,8.2,6.08
0.18492,3.35067,0.47136,0.16681,0.07717,40.53,30.6,1389,8.2,7.1
0.319979,6.828866,0.319979,0.14957,0.12559,46,23.6,1430,8.2,7.59
0.042539,4.33802,0.283289,0.09948,0.0936,18,24.9,1523,8.3,10.25
0.06551,3.678716,0.64097,0.05061,0.02393,12,28.8,1677,8.7,13.28
0.070332,3.483189,1.716782,0.42121,0.19148,195,32.6,365,7.8,3.64
0.071537,5.158423,0.713027,0.17749,0.12808,51.85,27.3,1347,8,6.6
0.103145,4.91051,0.967835,0.23412,0.14668,68,19.7,1126,7.9,7.93
0.375529,6.251709,0.595199,0.13263,0.12758,27.5,22.3,1246,8.1,6.82
0.21051,2.52907,0.895776,0.3077,0.1719,113.8,30.2,432,8.4,3.59
0.0236,0.4972,0.2928,0.0976,0.0035,5,,142.3,7.51,4.93
0.1199,0.7421,0.721,0.0219,0.0225,9.5,28.6,248,,
0.0657,0.5415,0.5192,0.0246,0.0234,11.33,30.5,182,,
0.068,0.598,0.425,0.535,0.014,13.3,24.8,148,8.69,9.96
0.099,0.661,0.597,0.045,0.022,34,31,145,7.3,5.6
0.066918,0.299123,0.247248,0.040328,0.032523,10,25.4,120,7.8,8.04
0.164459,0.65909,0.652958,0.11884,0.018329,20,31.7,181,8.3,5.93
0.1109,0.346321,0.3295,0.1275,0.001,7.5,24,116,8,6.1
0.091713,0.625182,0.621221,0.065415,0.002818,25,31.4,184,8.9,7.8
0.043435,0.576238,0.538938,0.034377,0.01864,10,25.2,136.6,8,7.6
0.032749,0.300008,0.260605,0.034142,0.007479,10,,148,7.5,6.4
0.229082,0.599162,0.574062,0.040085,0.0089,10,32.4,76.5,8.5,7.2
0.047297,0.203437,0.195887,0.036176,0.024433,10,31.4,209.2,8.3,6.9
0.03302,0.865719,0.71008,0.056497,0.051318,10,24.4,116,7.5,5.9
0.079683,0.651384,0.427183,0.04694,0.001,10,20.7,105.7,7.8,6.3
0.021342,0.524107,0.510245,0.01803,0.010322,10,32,188.2,8.3,5.7
0.5059,5.0109,0.5059,0.1309,0.0761,15,29.7,1738,8.24,8.79
0.4063,5.0856,0.4063,0.1599,0.1331,38.5,26.8,1571,8.25,9.12
0.0911,3.9813,0.0911,0.1668,0.0708,26,27.3,1688,7.82,10.54
0.0509,3.9542,0.7118,0.8415,0.2183,7.6667,30.8,1326,8.51,13.26
0.1843,2.3492,0.3616,0.0925,0.0286,12,33.1,1722,8.12,8.03
0.2132,9.4304,6.6816,,0.0759,25.5,33.6,1649,7.93,6.56
0.1377,2.1703,0.6717,0.2394,0.1261,86,32.3,614,7.91,5.85
0.267,4.98,0.813,0.166,0.116,22.667,28.4,1166,7.91,7.78
0.15,5.79,0.56,0.198,0.118,34,20.1,1584,7.93,8.56
0.291,4.995,0.639,0.173,0.076,31.3,25.5,1628,8.33,10.13
0.041,5.116,0.808,0.113,0.054,23.5,31.5,1840,8.4,11.9
0.139,5.101,0.647,0.116,0.051,37,35.1,2380,8.2,8.4
0.389,2.057,1.237,0.245,0.072,90,30.9,610,7.94,4.22
0.121,2.132,1.129,0.218,0.081,78,29.2,1152,7.9,5.6
0.158197,4.296789,0.736789,0.1714,0.122492,60,25.1,1336,8.2,8.55
0.101153,4.368076,0.579437,0.146785,0.110656,33,27.6,1324,8.9,8.05
0.078792,5.081313,0.295163,0.116931,0.067381,15,30.7,1804,8.4,10.71
0.135042,3.2897,1.5109,0.3787,0.1249,175,31.2,810,7.8,4.7
0.17757,3.091208,1.188799,0.250262,0.083759,86,31.5,696,8,5.69
0.112882,4.952915,0.669225,0.188811,0.07705,52,30,1080,7.8,6.81
